reason,title,text_length,directory,csv,row,lp_url
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\ca9ee20d9ee2,adradar_2026-07-14.csv,23,https://www.discovaz.com/dsr?q=use+cases+of+ai+virtual+agents&de=mobile&arq=ai+virtual+agents&pub={placement}&rac=use+cases+of+ai+virtual+agents+wanna+create+stunning+private+ai+agents+they+are+always+here+for+you+and+they+may+be+completely+customized+interested+learn+more+about+the+uses+of+ai+agents+read+more+info+on+ai+agents+ai+virtual+agents&asid=a1_ch4468&terms=&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\ccc1fe9cd473,adradar_2026-07-14.csv,159,https://www.discovaz.com/dsr?q=learn+more+about+storage+racks&de=mobile&arq=storage+racks&pub={placement}&rac=learn+more+about+storage+racks+start+learning+about+storage+racks+storage+racks&asid=a1_ch2173&terms=&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\d233e228f88e,adradar_2026-07-14.csv,112,https://www.discovaz.com/dsr?q=learn%20more%20about%20smb%20deals&arq=smb+deals&pub={placement}&rac=learn+more+about+smb+deals+start+learning+about+smb+deals+smb+deals&asid=a1_ch10230&terms=smb+deals&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\d2e7c1930b79,adradar_2026-07-14.csv,86,https://www.discovaz.com/dsr?q=learn%20more%20about%20mba%20programs&arq=mba+programs&pub={placement}&rac=learn+more+about+mba+programs+think+fun+on+water+is+only+for+the+rich+thanks+to+mba+programs+companies+may+send+various+products+for+testing+to+ordinary+people+it+might+be+more+accessible+than+you+think+dont+miss+out+learn+more+about+mba+programs&asid=a1_ch8371&terms=&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\d3baadf5a694,adradar_2026-07-14.csv,143,https://www.discovaz.com/dsr?q=learn%20more%20about%20luxury%20yacht%20ownership&arq=luxury+yacht+ownership&pub={placement}&rac=learn+more+about+luxury+yacht+ownership+start+learning+about+luxury+yacht+ownership+luxury+yacht+ownership&asid=a1_ch6955&terms=luxury+yacht+ownership&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\d51e69c590cb,adradar_2026-07-14.csv,19,https://www.discovaz.com/dsr?q=exploring%20medical%20software%202026&arq=medical+software+2026&pub={placement}&rac=exploring+medical+software+2026+medical+software+2026&asid=a1_ch7275&terms=medical+software+2026&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\d5ebf5a3a990,adradar_2026-07-14.csv,5,https://www.discovaz.com/dsr?q=exploring%20medical%20software%202026&arq=medical+software+2026&pub={placement}&rac=exploring+medical+software+2026+medical+software+2026&asid=a1_ch7276&terms=medical+software+2026&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\dbd06a5e7cb9,adradar_2026-07-14.csv,155,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch7234&terms=custom+build+software&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\dc6367545dba,adradar_2026-07-14.csv,90,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software%20avatars&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+avatars+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch10570&terms=&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\dff662a11538,adradar_2026-07-14.csv,94,https://www.discovaz.com/dsr?q=entdecken%20sie%20weitere%20informationen%20uber%20unbewaffnete%20sicherheitskrafte&arq=unbewaffnetes+sicherheitspersonal&pub={placement}&rac=entdecken+sie+weitere+informationen+uber+unbewaffnete+sicherheitskrafte+beginnen+sie+mehr+uber+unbewaffnetes+sicherheitspersonal+zu+lernen+unbewaffnetes+sicherheitspersonal&asid=a1_ch10621&terms=&locale=de_DE&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\e1d9401d49ac,adradar_2026-07-14.csv,17,https://www.discovaz.com/dsr?q=exploring%20medical%20software%202026&arq=medical+software+2026&pub={placement}&rac=exploring+medical+software+2026+medical+software+2026&asid=a1_ch7273&terms=medical+software+2026&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\e87ecd329699,adradar_2026-07-14.csv,144,https://www.discovaz.com/dsr?q=learn%20broadly%20on%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=learn+broadly+on+custom+build+software+start+learning+about+custom+build+software+custom+build+software&asid=a1_ch7786&terms=custom+build+software&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\e9a31e9b7d85,adradar_2026-07-14.csv,13,https://www.discovaz.com/dsr?q=use+cases+of+ai+virtual+agents&de=mobile&arq=ai+virtual+agents&pub={placement}&rac=use+cases+of+ai+virtual+agents+ai+virtual+agents&asid=a1_ch6080&terms=ai+virtual+agents&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\f4bf62620ac9,adradar_2026-07-14.csv,7,https://www.discovaz.com/dsr?q=get+an+overview+of+3d+design+and+animation&de=m&arq=3d+design+and+animation&pub=google.com&rac=get+an+overview+of+3d+design+and+animation+learn+related+info+about+3d+design+and+animation+3d+design+and+animation&asid=b14_ch139&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\fc0d1a21760d,adradar_2026-07-14.csv,93,https://www.discovaz.com/dsr?q=learn%20more%20about%20event%20companies&arq=event+companies&pub={placement}&rac=learn+more+about+event+companies+start+learning+about+event+companies+event+companies&asid=a1_ch7948&terms=&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\fdb3d8631c26,adradar_2026-07-14.csv,179,https://www.discovaz.com/dsr?q=exploring%20custom%20build%20software&arq=custom+build+software&pub={placement}&rac=exploring+custom+build+software+custom+build+software&asid=a1_ch9005&terms=custom+build+software&locale=en_US&ad_id={creative}
access_denied_or_no_article_content,Discovaz access denied,148,scraped_output\www.discovaz.com\fdbfb2120d8a,adradar_2026-07-14.csv,106,https://www.discovaz.com/dsr?q=entdecken+sie+weitere+informationen+zur+anwendungssicherheit&de=mobile&arq=anwendungssicherheit&pub={placement}&rac=entdecken+sie+weitere+informationen+zur+anwendungssicherheit+beginnen+sie+mehr+ber+anwendungssicherheit+zu+lernen+anwendungssicherheit&asid=a1_ch3725&terms=anwendungssicherheit+in+meiner+nhe&locale=de_DE&ad_id={creative}
